sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
203310,"The Justice Department made any misrepresentations to the secretive Foreign Intelligence Surveillance Court when seeking the warrant, if not, they should have flagged any concerns about the credibility of the information in the application during renewals.",if not,they should have flagged any concerns about the credibility of the information in the application during renewals,134,139,142,254
203311,"Utilization would have been even lower if it weren't for the fact that 30 floating rigs have been cold-stacked, or idled, and another 43 have been scrapped, or retired, with half of those retirements coming from Transocean alone.","if it weren't for the fact that 30 floating rigs have been cold-stacked, or idled, and another 43 have been scrapped, or retired, with half of those retirements coming from Transocean alone",Utilization would have been even lower,39,227,0,37
203312,"Overall, I'd give them an 'A.' ""If I were the government I'd ask Chrysler a few questions: A.""",If I were the government,I'd ask Chrysler a few questions,32,55,57,88
203313,"It also said that if they can achieve the goal in three months, which can be no easier than earning a million dollars in one day for a normal guy,  it would hand them one-off payments totalling $20.7m to cover tax bills they would have incurred when they cashed in newer share awards.",if they can achieve the goal in three months,it would hand them one-off payments totalling $20.7m to cover tax bills they would have incurred when they cashed in newer share awards,18,61,148,282
203314,"On the other hand, one could have predicted that.",one could have predicted that,{},19,47,-1,-1
203315,"If the bonuses had been in effect last year, the top-rated plans would have received a total of $1.3 billion, estimates Dr. Brian Biles, a health policy professor at George Washington University..",If the bonuses had been in effect last year,the top-rated plans would have received a total of $1.3 billion,0,42,45,107
203316,It would have been in his best interests and the best interests of the division to surrender-but it would have given the German offensive a key town and crossroads without a fight.,It would have been in his best interests and the best interests of the division to surrender,but it would have given the German offensive a key town and crossroads without a fight,0,91,93,178
203317,"That transaction would have brought with it a pipeline of exciting new therapies, and a dramatically lower tax rate, should the deal have been made.",should the deal have been made,"That transaction would have brought with it a pipeline of exciting new therapies, and a dramatically lower tax rate",117,146,0,114
203318,"Thus, in response to stories way too common, we argue with a straight face that a child should have known that wearing a hoodie in a nice neighborhood at night carrying a bag of Skittles and an Arizona Ice Tea might put him on the slab in the morgue.",a child should have known that wearing a hoodie in a nice neighborhood at night carrying a bag of Skittles and an Arizona Ice Tea,might put him on the slab in the morgue,80,208,210,248
203319,"If Mr Ashley had offered a price and a plan months ago, instead of trying to avoid paying shareholders, there would have been more time for the board and investors to consider it.","If Mr Ashley had offered a price and a plan months ago, instead of trying to avoid paying shareholders",there would have been more time for the board and investors to consider it,0,101,104,177
203320,"Your actions the last four years have been shortsighted and show an utter lack of critical thinking, a skill Governor Walker may have learned had he stayed in college.",had he stayed in college,"the last four years have been shortsighted and show an utter lack of critical thinking, a skill Governor Walker may have learned",142,165,13,140
